Tweets with hashtags: 6825
First: 2009-12-16 14:12
Last: 2014-10-15 13:10

Unique user: 156
User id, tweet count
-------------------------------------

23603219, 1109
897848574, 639
4802661, 600
480588828, 538
344250379, 439
334865231, 330
2422014517, 290
1335908677, 284
1694642108, 194
1106616253, 163
478616778, 144
6107462, 118
508648322, 106
63753701, 103
886662481, 100
11795602, 92
477884015, 79
238223976, 76
38914131, 73
30704489, 70
596608838, 54
1267285104, 53
111862705, 49
161631420, 43
179620512, 42
787633082, 42
16188613, 42
359502184, 41
882728455, 40
333911608, 37
14262534, 30
339277569, 30
39558817, 28
233200324, 28
208052386, 27
1926263084, 26
2349185180, 26
45300709, 24
116797499, 23
187131650, 23
928031485, 20
437381348, 20
42038687, 19
90917897, 19
1630836277, 19
541911186, 16
1271996796, 16
798036192, 16
928098182, 15
895744446, 15
759219182, 14
718127060, 14
143440344, 14
610049484, 13
313445180, 13
709341943, 13
185643983, 12
267657472, 12
294836884, 11
372314082, 11
196932279, 10
910768639, 9
59049205, 8
501996490, 8
438403025, 8
141631391, 8
591771393, 8
19486200, 8
52688658, 8
377376151, 7
279675102, 7
284572637, 7
1335138078, 6
168118644, 5
159510985, 5
231252696, 5
514326946, 5
171020830, 5
86031933, 5
290977596, 4
1482156913, 4
400635601, 4
113450488, 3
162481009, 3
368859748, 3
631304476, 3
114774730, 3
75870398, 3
2163605572, 3
280119910, 3
5005451, 3
1479701, 3
614069039, 3
2445508389, 3
2159231588, 3
946365698, 3
71309932, 3
2626761574, 3
2393783620, 2
567155037, 2
227117064, 2
612759049, 2
629593772, 2
159603970, 2
716376570, 2
144147303, 2
391500297, 2
96377541, 2
85616569, 2
1316785596, 2
66675223, 2
1889635189, 2
37681469, 2
21753908, 2
2387641734, 2
806688126, 2
117072875, 1
109292097, 1
512270702, 1
102672842, 1
100608863, 1
100587435, 1
98614380, 1
97974643, 1
96515255, 1
193439671, 1
454276758, 1
1045773583, 1
1063306447, 1
87466932, 1
619444718, 1
83215222, 1
585096918, 1
67633111, 1
66808865, 1
163937781, 1
1531430940, 1
1600996968, 1
1607301534, 1
64171733, 1
1653354164, 1
62037060, 1
1708045680, 1
1712004811, 1
234343287, 1
53702131, 1
43652703, 1
561165571, 1
156930527, 1
737486748, 1
209340372, 1
2406835164, 1
21332994, 1
14972113, 1
2539944462, 1
96089262, 1

Unique hastags: 3946
Hastag, count
-------------------------------------
01, 1
02, 1
03, 1
05, 1
0dark30, 1
1, 44
10, 43
1000, 1
100thingsilove, 12
10factsaboutmydad, 1
11, 1
1111, 1
11am, 1
12monkeys, 1
140ftw, 1
15, 1
159, 1
16mm, 1
17againvagymiafrasz, 1
18, 1
18thingsiwant, 2
1999, 1
1bigannouncement, 6
1bigannouncementplease, 1
1d, 10
1d3yearsofsmile, 2
1dayuntilthewwat, 1
1dcometohungary, 1
1ddeserveanawardforsavinglives, 1
1ddoatwitcamfor3yearanniversary, 1
1dfandomstickstogetherthroughthick, 1
1dfollowspree, 1
1dmoviepremier, 1
1dpleasecomehungarybudapest, 7
1dthisisus3d, 1
1dwerenotlikethesegirlsonthedocumentary, 2
1dwherewearetour, 1
1dwwafilm, 1
1likeu, 30
